# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 231K of event 'cycles'
# Event count (approx.): 247441296710
#
# Overhead  Command  Shared Object      Symbol                                            
# ........  .......  .................  ..................................................
#
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d824d
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d825f
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e0ff
     0.00%  nuXmv    nuXmv              [.] 0x00000000008b23a6
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fb86c
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f590b
     0.00%  nuXmv    nuXmv              [.] 0x0000000000996053
     0.00%  nuXmv    nuXmv              [.] 0x00000000009dd7d0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000991bfa
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9e77f
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e01f2
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cdab27
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5767
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aa27a
     0.00%  nuXmv    nuXmv              [.] 0x000000000094ae5b
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aa1f6
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e00a0
     0.00%  nuXmv    nuXmv              [.] 0x000000000095ed37
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca733c
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3fcf5
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc449
     0.00%  nuXmv    nuXmv              [.] 0x00000000009549b2
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ce6c0f
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e158
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e9584
     0.00%  nuXmv    nuXmv              [.] 0x00000000009dc1a6
     0.00%  nuXmv    nuXmv              [.] 0x00000000009963fd
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ab2a0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008b2b6a
     0.00%  nuXmv    nuXmv              [.] 0x0000000000892856
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d41242
     0.00%  nuXmv    nuXmv              [.] 0x0000000000959b42
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cd2a9
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aef2a
     0.00%  nuXmv    [kernel.kallsyms]  [k] get_mem_cgroup_from_mm
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca04e1
     0.00%  nuXmv    [kernel.kallsyms]  [k] check_preempt_wakeup
     0.00%  nuXmv    nuXmv              [.] 0x000000000019f704
     0.00%  nuXmv    nuXmv              [.] 0x00000000008edfb0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca04d0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000996083
     0.00%  nuXmv    nuXmv              [.] 0x00000000008b2389
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ef67a
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ce6bf3
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cb7af0
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fc670
     0.00%  nuXmv    nuXmv              [.] 0x0000000000932898
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ce70d0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9f3c6
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f0920
     0.00%  nuXmv    [kernel.kallsyms]  [k] rebalance_domains
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f07c0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f2ddc
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f58fd
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e99c4
     0.00%  nuXmv    [kernel.kallsyms]  [k] do_output_char
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5750
     0.00%  nuXmv    nuXmv              [.] 0x000000000095f6f3
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca0aa3
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9e6c0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008dfc40
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e023
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa8d1
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f1f1d
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fbb6b
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ecb87
     0.00%  nuXmv    nuXmv              [.] 0x00000000000873d0
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e8915
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aeba0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9e7af
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9f3d3
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995d8a
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee53c
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca740b
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ecb6f
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f58ec
     0.00%  nuXmv    nuXmv              [.] 0x0000000000963ac3
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee563
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ef686
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ed490
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cdaafe
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9f3ec
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d9a22
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5f37
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f51c0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995d7e
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5f4b
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c99c8
     0.00%  nuXmv    nuXmv              [.] 0x0000000000980fb9
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f1ef5
     0.00%  nuXmv    nuXmv              [.] 0x0000000000937614
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa95d
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca3b70
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f0a63
     0.00%  nuXmv    nuXmv              [.] 0x000000000019fe10
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c7943
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e56ad
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f5195
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a2ad6
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cb7aa4
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fc664
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f0c6b
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f2df6
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c88099
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca737a
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5f59
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7343
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5fc8
     0.00%  nuXmv    nuXmv              [.] 0x0000000000892882
     0.00%  nuXmv    nuXmv              [.] 0x00000000009462a0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa968
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e8bc8
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aec35
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca3aac
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f5ae9
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7932
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9e6b0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000869f90
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa06b
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa8b8
     0.00%  nuXmv    nuXmv              [.] 0x00000000009553ab
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f1ea6
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ce70d3
     0.00%  nuXmv    nuXmv              [.] 0x0000000000963420
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7ac2
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f50ef
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae56e
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fc630
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e57a1
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fb980
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae500
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca04c9
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f50a8
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e11a
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca14d
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa073
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc8b2
     0.00%  nuXmv    nuXmv              [.] 0x000000000099601f
     0.00%  nuXmv    nuXmv              [.] 0x00000000008911e8
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f36b8
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae59b
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aa0f7
     0.00%  nuXmv    nuXmv              [.] 0x00000000009499c0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aef80
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f50bc
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e143
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995e10
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ef699
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fb920
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca75ca
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7500
     0.00%  nuXmv    nuXmv              [.] 0x00000000009499b0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995f4d
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5bd0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee186
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa00e
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f5ae0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d1e524
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f3b13
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7c65
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e6035
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a5a80
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aa274
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9e6d3
     0.00%  nuXmv    nuXmv              [.] 0x0000000000954a10
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e059
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa05c
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9d578
     0.00%  nuXmv    nuXmv              [.] 0x000000000019fd10
     0.00%  nuXmv    nuXmv              [.] 0x00000000009dc060
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cb7b26
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fbb62
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae568
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5f88
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae76a
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9ded2
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e137
     0.00%  nuXmv    nuXmv              [.] 0x0000000000892bf0
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c9a4f
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c3f88
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e8c18
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f359f
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae728
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e95a0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e9ae0
     0.00%  nuXmv    [kernel.kallsyms]  [k] do_anonymous_page
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e59ae
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f2e09
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f0c9d
     0.00%  nuXmv    nuXmv              [.] 0x000000000019fb42
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9dd58
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995fb4
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f5f04
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f2085
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca04b5
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7c74
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9b687
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7628
     0.00%  nuXmv    nuXmv              [.] 0x00000000008efba5
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cecc9f
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f0dfe
     0.00%  nuXmv    nuXmv              [.] 0x000000000089ea49
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e603a
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5f2c
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9e6cd
     0.00%  nuXmv    nuXmv              [.] 0x000000000095a61d
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e1fe
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3ec78
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca75df
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f2db9
     0.00%  nuXmv    nuXmv              [.] 0x000000000095f6e9
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca04b0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca78b8
     0.00%  nuXmv    nuXmv              [.] 0x000000000094ae50
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f65d0
     0.00%  nuXmv    [kernel.kallsyms]  [k] attach_entity_load_avg
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e230
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9f3b1
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae53f
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9df78
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d411c0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000941cfb
     0.00%  nuXmv    nuXmv              [.] 0x0000000000980fd6
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e609e
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d9a00
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae572
     0.00%  nuXmv    nuXmv              [.] 0x000000000095f73f
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995fe8
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa8bc
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9d530
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee400
     0.00%  nuXmv    nuXmv              [.] 0x000000000095a5f1
     0.00%  nuXmv    nuXmv              [.] 0x00000000008eca89
     0.00%  nuXmv    nuXmv              [.] 0x00000000009816d0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000938823
     0.00%  nuXmv    nuXmv              [.] 0x000000000019fe0d
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f1e9b
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca773a
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aa165
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa9dd
     0.00%  nuXmv    nuXmv              [.] 0x0000000000954930
     0.00%  nuXmv    nuXmv              [.] 0x000000000095d640
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca77d9
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee187
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f2d8e
     0.00%  nuXmv    nuXmv              [.] 0x0000000000984340
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aef39
     0.00%  nuXmv    [kernel.kallsyms]  [k] irq_exit_rcu
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f5af2
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5ff5
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee156
     0.00%  nuXmv    nuXmv              [.] 0x0000000000980fa9
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ecaa4
     0.00%  nuXmv    nuXmv              [.] 0x00000000009632fe
     0.00%  nuXmv    nuXmv              [.] 0x00000000009549b6
     0.00%  nuXmv    nuXmv              [.] 0x00000000009812a6
     0.00%  nuXmv    nuXmv              [.] 0x000000000098114b
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7565
     0.00%  nuXmv    nuXmv              [.] 0x00000000009549ba
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae5d4
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e9580
     0.00%  nuXmv    nuXmv              [.] 0x0000000000086b90
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a58a4
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a9e77
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995f9d
     0.00%  nuXmv    nuXmv              [.] 0x000000000019fe5d
     0.00%  nuXmv    nuXmv              [.] 0x000000000094aacc
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee140
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f1e3b
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e577c
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae502
     0.00%  nuXmv    nuXmv              [.] 0x000000000096337b
     0.00%  nuXmv    nuXmv              [.] 0x000000000095a5e8
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca76b0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee4a7
     0.00%  nuXmv    nuXmv              [.] 0x00000000009632fb
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f5aed
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f36a3
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aef93
     0.00%  nuXmv    nuXmv              [.] 0x000000000095d6a8
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7765
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e58bb
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca730b
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae4f2
     0.00%  nuXmv    nuXmv              [.] 0x0000000000086b24
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae79a
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca792a
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca8005
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f1f8c
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f2129
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa06e
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca72b8
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a671f
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995cd0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ef9f5
     0.00%  nuXmv    nuXmv              [.] 0x00000000008efb60
